	file_id	input_file	label_file	nr_polynomials	max_total_degree	max_x1	max_x2	max_x3	prop_x1	prop_x2	prop_x3	prop_mon_x1	prop_mon_x2	prop_mon_x3	label
11	5305	poly5305.txt.ml	comp_times5305.txt	7	5	5	2	1	0.42857142857142855	0.5714285714285714	0.42857142857142855	0.35714285714285715	0.2857142857142857	0.21428571428571427	5
12	84	poly84.txt.ml	comp_times84.txt	8	2	2	1	1	0.5	0.5	0.25	0.25	0.25	0.125	4
13	3840	poly3840.txt.ml	comp_times3840.txt	5	20	15	6	1	0.4	0.6	0.2	0.8823529411764706	0.8319327731092437	0.008403361344537815	5
14	4485	poly4485.txt.ml	comp_times4485.txt	11	4	3	2	2	0.36363636363636365	0.6363636363636364	0.6363636363636364	0.3333333333333333	0.3888888888888889	0.3055555555555556	1
15	2891	poly2891.txt.ml	comp_times2891.txt	7	3	1	1	1	0.7142857142857143	0.42857142857142855	0.2857142857142857	0.4	0.26666666666666666	0.2	4
16	1099	poly1099.txt.ml	comp_times1099.txt	4	2	2	2	1	0.25	0.25	0.75	0.125	0.125	0.375	4
17	6418	poly6418.txt.ml	comp_times6418.txt	7	24	24	1	1	0.5714285714285714	0.42857142857142855	0.2857142857142857	0.6551724137931034	0.10344827586206896	0.06896551724137931	3
18	4927	poly4927.txt.ml	comp_times4927.txt	9	6	6	6	1	0.5555555555555556	0.3333333333333333	0.3333333333333333	0.4444444444444444	0.2777777777777778	0.16666666666666666	4
19	6349	poly6349.txt.ml	comp_times6349.txt	5	16	16	1	1	0.6	0.4	0.2	0.6666666666666666	0.1111111111111111	0.05555555555555555	3
20	3004	poly3004.txt.ml	comp_times3004.txt	8	7	3	3	1	0.75	0.625	0.375	0.6216216216216216	0.5945945945945946	0.2972972972972973	5
21	2533	poly2533.txt.ml	comp_times2533.txt	7	7	4	2	2	0.7142857142857143	0.5714285714285714	0.42857142857142855	0.6571428571428571	0.5714285714285714	0.45714285714285713	5
22	2262	poly2262.txt.ml	comp_times2262.txt	5	5	3	2	1	0.6	0.6	0.4	0.6	0.4666666666666667	0.3333333333333333	4
23	3755	poly3755.txt.ml	comp_times3755.txt	4	2	2	1	1	0.5	0.25	0.25	0.375	0.125	0.125	0
24	2784	poly2784.txt.ml	comp_times2784.txt	7	10	6	3	1	0.5714285714285714	0.7142857142857143	0.42857142857142855	0.7384615384615385	0.6615384615384615	0.4307692307692308	5
25	3104	poly3104.txt.ml	comp_times3104.txt	6	8	4	2	2	0.6666666666666666	0.5	0.3333333333333333	0.7209302325581395	0.6046511627906976	0.5116279069767442	5
26	2433	poly2433.txt.ml	comp_times2433.txt	7	3	2	1	1	0.5714285714285714	0.5714285714285714	0.2857142857142857	0.3333333333333333	0.3333333333333333	0.2	5
27	2362	poly2362.txt.ml	comp_times2362.txt	6	2	2	1	1	0.6666666666666666	0.3333333333333333	0.16666666666666666	0.3333333333333333	0.16666666666666666	0.08333333333333333	1
28	3655	poly3655.txt.ml	comp_times3655.txt	7	1	1	1	1	0.42857142857142855	0.42857142857142855	0.42857142857142855	0.2222222222222222	0.2222222222222222	0.16666666666666666	5
29	6518	poly6518.txt.ml	comp_times6518.txt	5	28	28	1	1	0.6	0.4	0.2	0.8125	0.0625	0.03125	3
30	6249	poly6249.txt.ml	comp_times6249.txt	15	16	16	12	1	0.7333333333333333	0.3333333333333333	0.2	0.603448275862069	0.1724137931034483	0.05172413793103448	5
31	4827	poly4827.txt.ml	comp_times4827.txt	7	8	6	2	1	0.42857142857142855	0.42857142857142855	0.42857142857142855	0.3333333333333333	0.4	0.2	5
32	2684	poly2684.txt.ml	comp_times2684.txt	14	8	6	2	1	0.6428571428571429	0.7857142857142857	0.5	0.6266666666666667	0.52	0.38666666666666666	5
33	1402	poly1402.txt.ml	comp_times1402.txt	6	15	14	2	2	0.8333333333333334	0.5	0.5	0.8275862068965517	0.29310344827586204	0.29310344827586204	5
34	411	poly411.txt.ml	comp_times411.txt	9	3	3	2	2	0.5555555555555556	0.4444444444444444	0.4444444444444444	0.3333333333333333	0.19047619047619047	0.19047619047619047	3
35	340	poly340.txt.ml	comp_times340.txt	7	24	20	4	1	0.42857142857142855	0.42857142857142855	0.5714285714285714	0.6285714285714286	0.6857142857142857	0.11428571428571428	5
36	1353	poly1353.txt.ml	comp_times1353.txt	6	3	3	2	2	0.8333333333333334	0.3333333333333333	0.3333333333333333	0.5	0.1111111111111111	0.1111111111111111	3
37	5529	poly5529.txt.ml	comp_times5529.txt	12	14	14	10	1	0.6666666666666666	0.6666666666666666	0.25	0.4583333333333333	0.4791666666666667	0.0625	4
38	5278	poly5278.txt.ml	comp_times5278.txt	5	3	2	1	1	0.6	0.4	0.4	0.375	0.25	0.25	2
39	5429	poly5429.txt.ml	comp_times5429.txt	12	10	10	8	1	0.6666666666666666	0.6666666666666666	0.25	0.43478260869565216	0.4782608695652174	0.06521739130434782	4
40	5378	poly5378.txt.ml	comp_times5378.txt	10	8	8	6	1	0.6	0.6	0.3	0.48148148148148145	0.37037037037037035	0.1111111111111111	5
41	1502	poly1502.txt.ml	comp_times1502.txt	7	6	6	2	2	0.8571428571428571	0.42857142857142855	0.42857142857142855	0.5769230769230769	0.11538461538461539	0.11538461538461539	2
42	511	poly511.txt.ml	comp_times511.txt	3	1	1	1	1	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.16666666666666666	0
43	240	poly240.txt.ml	comp_times240.txt	7	4	2	1	1	0.42857142857142855	0.5714285714285714	0.2857142857142857	0.21428571428571427	0.2857142857142857	0.14285714285714285	1
44	1253	poly1253.txt.ml	comp_times1253.txt	17	3	3	2	2	0.5882352941176471	0.47058823529411764	0.47058823529411764	0.4375	0.25	0.25	5
45	6465	poly6465.txt.ml	comp_times6465.txt	6	16	16	1	1	0.5	0.5	0.3333333333333333	0.5	0.15	0.1	5
46	7152	poly7152.txt.ml	comp_times7152.txt	5	2	2	1	1	0.4	0.6	0.2	0.2	0.3	0.1	4
47	6334	poly6334.txt.ml	comp_times6334.txt	6	8	8	1	1	0.5	0.5	0.3333333333333333	0.375	0.1875	0.125	3
48	3079	poly3079.txt.ml	comp_times3079.txt	10	7	3	3	2	0.7	0.6	0.4	0.5769230769230769	0.5576923076923077	0.4807692307692308	4
49	3728	poly3728.txt.ml	comp_times3728.txt	15	10	10	3	1	0.8	0.13333333333333333	0.2	0.631578947368421	0.10526315789473684	0.15789473684210525	2
50	6183	poly6183.txt.ml	comp_times6183.txt	15	16	16	2	1	0.7333333333333333	0.3333333333333333	0.2	0.660377358490566	0.09433962264150944	0.05660377358490566	3
51	3179	poly3179.txt.ml	comp_times3179.txt	6	8	6	2	1	0.6666666666666666	0.5	0.3333333333333333	0.7209302325581395	0.4883720930232558	0.3953488372093023	5
52	3628	poly3628.txt.ml	comp_times3628.txt	8	1	1	1	1	0.5	0.375	0.375	0.2222222222222222	0.16666666666666666	0.16666666666666666	3
53	6565	poly6565.txt.ml	comp_times6565.txt	4	6	6	1	1	0.5	0.5	0.25	0.4	0.2	0.1	3
54	7052	poly7052.txt.ml	comp_times7052.txt	7	6	3	3	1	0.42857142857142855	0.5714285714285714	0.42857142857142855	0.29411764705882354	0.35294117647058826	0.17647058823529413	4
55	6234	poly6234.txt.ml	comp_times6234.txt	4	16	16	1	1	0.5	0.5	0.25	0.6	0.13333333333333333	0.06666666666666667	3
56	6083	poly6083.txt.ml	comp_times6083.txt	7	1	1	1	1	0.5714285714285714	0.42857142857142855	0.2857142857142857	0.3076923076923077	0.23076923076923078	0.15384615384615385	4
57	7131	poly7131.txt.ml	comp_times7131.txt	9	4	3	2	2	0.7777777777777778	0.5555555555555556	0.5555555555555556	0.625	0.325	0.325	5
58	6406	poly6406.txt.ml	comp_times6406.txt	7	20	20	1	1	0.5714285714285714	0.42857142857142855	0.2857142857142857	0.6	0.12	0.08	5
59	6357	poly6357.txt.ml	comp_times6357.txt	6	10	10	1	1	0.5	0.5	0.3333333333333333	0.4117647058823529	0.17647058823529413	0.11764705882352941	3
60	4939	poly4939.txt.ml	comp_times4939.txt	7	12	8	6	1	0.42857142857142855	0.42857142857142855	0.42857142857142855	0.3888888888888889	0.4444444444444444	0.16666666666666666	5
61	7031	poly7031.txt.ml	comp_times7031.txt	7	2	2	1	1	0.42857142857142855	0.42857142857142855	0.42857142857142855	0.21428571428571427	0.21428571428571427	0.21428571428571427	0
62	6506	poly6506.txt.ml	comp_times6506.txt	6	16	16	1	1	0.5	0.5	0.3333333333333333	0.5	0.15	0.1	3
63	4839	poly4839.txt.ml	comp_times4839.txt	8	14	12	2	1	0.375	0.5	0.375	0.42857142857142855	0.47619047619047616	0.14285714285714285	5
64	6257	poly6257.txt.ml	comp_times6257.txt	5	1	1	1	1	0.6	0.4	0.4	0.2727272727272727	0.18181818181818182	0.18181818181818182	3
65	1187	poly1187.txt.ml	comp_times1187.txt	2	3	3	1	1	1.0	0.5	0.5	0.5714285714285714	0.14285714285714285	0.14285714285714285	5
66	194	poly194.txt.ml	comp_times194.txt	7	10	10	2	1	0.42857142857142855	0.42857142857142855	0.5714285714285714	0.3684210526315789	0.15789473684210525	0.21052631578947367	1
67	472	poly472.txt.ml	comp_times472.txt	13	12	12	2	2	0.6153846153846154	0.46153846153846156	0.46153846153846156	0.5348837209302325	0.13953488372093023	0.13953488372093023	4
68	1461	poly1461.txt.ml	comp_times1461.txt	4	6	6	1	1	0.5	0.75	0.75	0.5294117647058824	0.17647058823529413	0.17647058823529413	4
69	1330	poly1330.txt.ml	comp_times1330.txt	6	3	3	2	2	0.8333333333333334	0.3333333333333333	0.3333333333333333	0.4666666666666667	0.13333333333333333	0.13333333333333333	4
70	323	poly323.txt.ml	comp_times323.txt	3	10	10	2	1	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.45454545454545453	0.09090909090909091	0.18181818181818182	1
71	1087	poly1087.txt.ml	comp_times1087.txt	4	6	6	1	1	0.25	1.0	1.0	0.4	0.26666666666666666	0.26666666666666666	3
72	572	poly572.txt.ml	comp_times572.txt	5	2	2	2	1	0.6	0.6	0.4	0.2727272727272727	0.2727272727272727	0.18181818181818182	5
73	1561	poly1561.txt.ml	comp_times1561.txt	6	3	3	2	2	0.8333333333333334	0.5	0.5	0.47368421052631576	0.15789473684210525	0.15789473684210525	5
74	1230	poly1230.txt.ml	comp_times1230.txt	15	3	2	2	2	0.5333333333333333	0.4666666666666667	0.4666666666666667	0.35135135135135137	0.24324324324324326	0.24324324324324326	3
75	223	poly223.txt.ml	comp_times223.txt	4	12	8	4	1	0.5	0.5	0.5	0.5263157894736842	0.5789473684210527	0.10526315789473684	5
76	5995	poly5995.txt.ml	comp_times5995.txt	6	4	2	1	1	0.5	0.6666666666666666	0.3333333333333333	0.23076923076923078	0.38461538461538464	0.15384615384615385	4
77	3581	poly3581.txt.ml	comp_times3581.txt	8	4	2	2	2	0.5	0.375	0.375	0.4411764705882353	0.4117647058823529	0.4117647058823529	4
78	4944	poly4944.txt.ml	comp_times4944.txt	6	12	4	4	1	0.5	0.3333333333333333	0.5	0.35714285714285715	0.35714285714285715	0.21428571428571427	5
79	2550	poly2550.txt.ml	comp_times2550.txt	12	5	3	2	1	0.5833333333333334	0.8333333333333334	0.4166666666666667	0.4594594594594595	0.4864864864864865	0.2972972972972973	5
80	3067	poly3067.txt.ml	comp_times3067.txt	10	6	2	2	2	0.8	0.5	0.4	0.5142857142857142	0.42857142857142855	0.34285714285714286	4
81	3736	poly3736.txt.ml	comp_times3736.txt	11	6	6	3	1	0.7272727272727273	0.18181818181818182	0.2727272727272727	0.5333333333333333	0.13333333333333333	0.2	0
82	2201	poly2201.txt.ml	comp_times2201.txt	6	3	1	1	1	0.6666666666666666	0.5	0.3333333333333333	0.38461538461538464	0.3076923076923077	0.23076923076923078	3
83	3481	poly3481.txt.ml	comp_times3481.txt	16	6	2	2	2	0.75	0.625	0.4375	0.4745762711864407	0.423728813559322	0.3050847457627119	5
84	5895	poly5895.txt.ml	comp_times5895.txt	4	1	1	1	1	0.5	0.5	0.5	0.2857142857142857	0.2857142857142857	0.2857142857142857	1
85	2450	poly2450.txt.ml	comp_times2450.txt	7	3	1	1	1	0.7142857142857143	0.5714285714285714	0.2857142857142857	0.4117647058823529	0.35294117647058826	0.17647058823529413	4
86	3167	poly3167.txt.ml	comp_times3167.txt	10	3	1	1	1	0.8	0.5	0.4	0.4444444444444444	0.3333333333333333	0.25925925925925924	5
87	2301	poly2301.txt.ml	comp_times2301.txt	10	5	3	2	1	0.6	0.7	0.4	0.4827586206896552	0.4482758620689655	0.3103448275862069	5
88	4844	poly4844.txt.ml	comp_times4844.txt	11	12	12	1	1	0.6363636363636364	0.2727272727272727	0.18181818181818182	0.4666666666666667	0.2	0.13333333333333333	1
89	5780	poly5780.txt.ml	comp_times5780.txt	7	3	3	1	1	0.5714285714285714	0.42857142857142855	0.2857142857142857	0.38461538461538464	0.23076923076923078	0.15384615384615385	3
90	3923	poly3923.txt.ml	comp_times3923.txt	4	13	12	2	1	0.5	0.5	0.25	0.8536585365853658	0.6341463414634146	0.024390243902439025	4
91	4000	poly4000.txt.ml	comp_times4000.txt	9	3	3	3	3	0.5555555555555556	0.5555555555555556	0.5555555555555556	0.35	0.35	0.35	2
92	5537	poly5537.txt.ml	comp_times5537.txt	12	14	14	8	1	0.6666666666666666	0.6666666666666666	0.25	0.5	0.4318181818181818	0.06818181818181818	4
93	5266	poly5266.txt.ml	comp_times5266.txt	6	1	1	1	1	0.5	0.5	0.3333333333333333	0.2727272727272727	0.2727272727272727	0.18181818181818182	5
94	4751	poly4751.txt.ml	comp_times4751.txt	7	8	8	2	1	0.42857142857142855	0.2857142857142857	0.42857142857142855	0.375	0.125	0.1875	2
95	5680	poly5680.txt.ml	comp_times5680.txt	12	3	3	1	1	0.75	0.75	0.25	0.391304347826087	0.391304347826087	0.13043478260869565	4
96	4100	poly4100.txt.ml	comp_times4100.txt	5	6	2	2	2	0.6	0.6	0.4	0.45454545454545453	0.45454545454545453	0.36363636363636365	4
97	5437	poly5437.txt.ml	comp_times5437.txt	12	10	10	8	1	0.6666666666666666	0.6666666666666666	0.25	0.4523809523809524	0.42857142857142855	0.07142857142857142	4
98	5366	poly5366.txt.ml	comp_times5366.txt	7	9	9	6	1	0.5714285714285714	0.5714285714285714	0.2857142857142857	0.55	0.3	0.1	5
99	4651	poly4651.txt.ml	comp_times4651.txt	7	8	8	1	1	0.42857142857142855	0.42857142857142855	0.2857142857142857	0.25	0.25	0.16666666666666666	1
100	3823	poly3823.txt.ml	comp_times3823.txt	5	6	6	1	1	0.6	0.4	0.2	0.6842105263157895	0.3684210526315789	0.05263157894736842	0
101	4497	poly4497.txt.ml	comp_times4497.txt	10	4	3	2	2	0.3	0.5	0.6	0.25925925925925924	0.3333333333333333	0.2962962962962963	1
102	2883	poly2883.txt.ml	comp_times2883.txt	9	3	1	1	1	0.5555555555555556	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.38095238095238093	0.23809523809523808	4
103	4620	poly4620.txt.ml	comp_times4620.txt	6	2	2	2	1	0.5	0.3333333333333333	0.5	0.2727272727272727	0.18181818181818182	0.2727272727272727	2
104	5317	poly5317.txt.ml	comp_times5317.txt	6	5	5	2	1	0.5	0.6666666666666666	0.3333333333333333	0.46153846153846156	0.3076923076923077	0.15384615384615385	2
105	5446	poly5446.txt.ml	comp_times5446.txt	9	10	10	8	1	0.7777777777777778	0.6666666666666666	0.2222222222222222	0.475	0.5	0.05	4
106	4171	poly4171.txt.ml	comp_times4171.txt	17	8	4	2	2	0.35294117647058826	0.35294117647058826	0.5294117647058824	0.3958333333333333	0.3541666666666667	0.375	2
107	3852	poly3852.txt.ml	comp_times3852.txt	17	12	12	3	1	0.8235294117647058	0.11764705882352941	0.17647058823529413	0.6666666666666666	0.09523809523809523	0.14285714285714285	0
108	96	poly96.txt.ml	comp_times96.txt	8	10	6	4	1	0.5	0.5	0.5	0.375	0.5	0.16666666666666666	5
109	198	poly198.txt.ml	comp_times198.txt	4	24	20	4	1	0.5	0.5	0.5	0.7352941176470589	0.6764705882352942	0.058823529411764705	5
110	2983	poly2983.txt.ml	comp_times2983.txt	7	3	2	1	1	0.7142857142857143	0.5714285714285714	0.42857142857142855	0.4444444444444444	0.3333333333333333	0.2777777777777778	5
111	4597	poly4597.txt.ml	comp_times4597.txt	7	3	3	3	3	0.42857142857142855	0.42857142857142855	0.42857142857142855	0.1875	0.1875	0.1875	2
112	3952	poly3952.txt.ml	comp_times3952.txt	1	6	6	6	6	1.0	1.0	1.0	0.6666666666666666	0.6666666666666666	0.6666666666666666	0
113	4720	poly4720.txt.ml	comp_times4720.txt	6	14	14	1	1	0.5	0.5	0.16666666666666666	0.5294117647058824	0.17647058823529413	0.058823529411764705	3
114	5217	poly5217.txt.ml	comp_times5217.txt	8	12	8	10	1	0.375	0.5	0.375	0.3684210526315789	0.47368421052631576	0.15789473684210525	5
115	5546	poly5546.txt.ml	comp_times5546.txt	9	14	14	8	1	0.7777777777777778	0.6666666666666666	0.2222222222222222	0.5	0.47619047619047616	0.047619047619047616	5
116	4071	poly4071.txt.ml	comp_times4071.txt	7	3	1	1	1	0.42857142857142855	0.42857142857142855	0.42857142857142855	0.21428571428571427	0.21428571428571427	0.21428571428571427	3
117	2696	poly2696.txt.ml	comp_times2696.txt	13	5	4	3	1	0.8461538461538461	0.6153846153846154	0.5384615384615384	0.5	0.43478260869565216	0.32608695652173914	4
118	2370	poly2370.txt.ml	comp_times2370.txt	10	5	3	2	1	0.5	0.8	0.4	0.4482758620689655	0.4827586206896552	0.3103448275862069	5
119	3647	poly3647.txt.ml	comp_times3647.txt	7	1	1	1	1	0.42857142857142855	0.42857142857142855	0.42857142857142855	0.2222222222222222	0.16666666666666666	0.16666666666666666	3
120	3116	poly3116.txt.ml	comp_times3116.txt	10	3	2	1	1	0.5	0.7	0.3	0.3076923076923077	0.38461538461538464	0.19230769230769232	4
121	2421	poly2421.txt.ml	comp_times2421.txt	7	3	2	1	1	0.7142857142857143	0.5714285714285714	0.42857142857142855	0.4444444444444444	0.3333333333333333	0.2777777777777778	3
122	4835	poly4835.txt.ml	comp_times4835.txt	8	12	10	2	1	0.375	0.5	0.375	0.3684210526315789	0.47368421052631576	0.15789473684210525	5
123	2796	poly2796.txt.ml	comp_times2796.txt	5	2	1	1	1	0.6	0.6	0.2	0.3333333333333333	0.3333333333333333	0.1111111111111111	5
124	4935	poly4935.txt.ml	comp_times4935.txt	8	12	8	6	1	0.375	0.5	0.375	0.3684210526315789	0.47368421052631576	0.15789473684210525	5
125	2270	poly2270.txt.ml	comp_times2270.txt	8	5	3	2	1	0.625	0.625	0.375	0.5217391304347826	0.43478260869565216	0.30434782608695654	5
126	3747	poly3747.txt.ml	comp_times3747.txt	4	5	5	1	1	0.5	0.25	0.25	0.5454545454545454	0.09090909090909091	0.09090909090909091	1
127	3016	poly3016.txt.ml	comp_times3016.txt	7	7	3	3	1	0.7142857142857143	0.5714285714285714	0.42857142857142855	0.6341463414634146	0.6097560975609756	0.4146341463414634	4
128	2521	poly2521.txt.ml	comp_times2521.txt	8	9	4	3	2	0.75	0.625	0.375	0.6388888888888888	0.6388888888888888	0.5277777777777778	5
129	252	poly252.txt.ml	comp_times252.txt	7	2	2	1	1	0.42857142857142855	0.5714285714285714	0.2857142857142857	0.21428571428571427	0.2857142857142857	0.14285714285714285	4
130	1241	poly1241.txt.ml	comp_times1241.txt	5	3	2	1	1	0.6	0.6	0.6	0.5294117647058824	0.29411764705882354	0.29411764705882354	2
131	1510	poly1510.txt.ml	comp_times1510.txt	4	6	6	2	2	0.75	0.25	0.25	0.5714285714285714	0.07142857142857142	0.07142857142857142	5
132	503	poly503.txt.ml	comp_times503.txt	8	2	2	2	1	0.75	0.75	0.25	0.3157894736842105	0.3157894736842105	0.10526315789473684	0
133	352	poly352.txt.ml	comp_times352.txt	3	2	2	2	1	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.14285714285714285	0.14285714285714285	0.2857142857142857	5
134	1341	poly1341.txt.ml	comp_times1341.txt	5	6	6	2	2	0.8	0.2	0.2	0.6	0.06666666666666667	0.06666666666666667	1
135	1410	poly1410.txt.ml	comp_times1410.txt	5	2	2	2	1	0.6	0.6	0.4	0.2727272727272727	0.2727272727272727	0.18181818181818182	1
136	403	poly403.txt.ml	comp_times403.txt	8	2	2	2	2	0.625	0.375	0.375	0.35294117647058826	0.17647058823529413	0.17647058823529413	5
137	6091	poly6091.txt.ml	comp_times6091.txt	4	1	1	1	1	0.5	0.5	0.5	0.25	0.25	0.25	3
138	5899	poly5899.txt.ml	comp_times5899.txt	6	1	1	1	1	0.5	0.5	0.3333333333333333	0.3	0.3	0.2	5
139	6226	poly6226.txt.ml	comp_times6226.txt	19	16	16	16	1	0.5789473684210527	0.47368421052631576	0.15789473684210525	0.4375	0.35	0.0375	5
140	4848	poly4848.txt.ml	comp_times4848.txt	7	4	4	1	1	0.42857142857142855	0.42857142857142855	0.2857142857142857	0.2727272727272727	0.2727272727272727	0.18181818181818182	4
141	6577	poly6577.txt.ml	comp_times6577.txt	4	16	16	1	1	0.5	0.5	0.25	0.6428571428571429	0.14285714285714285	0.07142857142857142	4
142	7040	poly7040.txt.ml	comp_times7040.txt	7	2	2	1	1	0.42857142857142855	0.42857142857142855	0.42857142857142855	0.21428571428571427	0.21428571428571427	0.21428571428571427	0
143	6191	poly6191.txt.ml	comp_times6191.txt	18	16	16	14	1	0.6111111111111112	0.4444444444444444	0.16666666666666666	0.49295774647887325	0.28169014084507044	0.04225352112676056	5
144	5999	poly5999.txt.ml	comp_times5999.txt	7	5	2	1	1	0.5714285714285714	0.7142857142857143	0.42857142857142855	0.26666666666666666	0.4	0.2	4
145	4948	poly4948.txt.ml	comp_times4948.txt	9	6	6	4	1	0.3333333333333333	0.5555555555555556	0.3333333333333333	0.29411764705882354	0.4117647058823529	0.17647058823529413	3
146	6326	poly6326.txt.ml	comp_times6326.txt	4	2	1	1	1	0.75	0.5	0.25	0.42857142857142855	0.2857142857142857	0.14285714285714285	4
147	6477	poly6477.txt.ml	comp_times6477.txt	7	28	28	1	1	0.5714285714285714	0.42857142857142855	0.2857142857142857	0.6551724137931034	0.10344827586206896	0.06896551724137931	5
148	7140	poly7140.txt.ml	comp_times7140.txt	10	8	8	2	2	0.8	0.4	0.4	0.6153846153846154	0.23076923076923078	0.23076923076923078	3
149	3108	poly3108.txt.ml	comp_times3108.txt	10	6	2	2	2	0.8	0.5	0.4	0.5277777777777778	0.4166666666666667	0.3333333333333333	5
150	6245	poly6245.txt.ml	comp_times6245.txt	4	8	8	1	1	0.5	0.5	0.25	0.45454545454545453	0.18181818181818182	0.09090909090909091	3
151	7023	poly7023.txt.ml	comp_times7023.txt	8	8	7	5	1	0.5	0.625	0.375	0.5555555555555556	0.5925925925925926	0.1111111111111111	4
152	6514	poly6514.txt.ml	comp_times6514.txt	4	22	22	1	1	0.5	0.5	0.25	0.6666666666666666	0.1111111111111111	0.05555555555555555	3
153	2688	poly2688.txt.ml	comp_times2688.txt	15	9	6	3	1	0.7333333333333333	0.6	0.4	0.6	0.5692307692307692	0.35384615384615387	5
154	6345	poly6345.txt.ml	comp_times6345.txt	4	2	2	1	1	0.5	0.5	0.25	0.25	0.25	0.125	5
155	7123	poly7123.txt.ml	comp_times7123.txt	8	4	3	2	2	0.75	0.5	0.5	0.5666666666666667	0.3	0.3	5
156	6414	poly6414.txt.ml	comp_times6414.txt	5	24	24	1	1	0.6	0.4	0.2	0.75	0.08333333333333333	0.041666666666666664	3
157	3759	poly3759.txt.ml	comp_times3759.txt	7	3	3	3	1	0.5714285714285714	0.2857142857142857	0.42857142857142855	0.36363636363636365	0.18181818181818182	0.2727272727272727	0
158	3008	poly3008.txt.ml	comp_times3008.txt	9	7	3	3	1	0.7777777777777778	0.5555555555555556	0.4444444444444444	0.6097560975609756	0.5609756097560976	0.3170731707317073	5
159	5309	poly5309.txt.ml	comp_times5309.txt	6	5	5	2	1	0.5	0.5	0.3333333333333333	0.45454545454545453	0.2727272727272727	0.18181818181818182	2
160	5458	poly5458.txt.ml	comp_times5458.txt	11	13	13	10	1	0.6363636363636364	0.6363636363636364	0.2727272727272727	0.5476190476190477	0.35714285714285715	0.07142857142857142	5
161	1222	poly1222.txt.ml	comp_times1222.txt	13	2	2	2	1	0.38461538461538464	0.38461538461538464	0.5384615384615384	0.19230769230769232	0.19230769230769232	0.2692307692307692	1
162	231	poly231.txt.ml	comp_times231.txt	8	4	2	1	1	0.5	0.5	0.25	0.26666666666666666	0.26666666666666666	0.13333333333333333	4
163	560	poly560.txt.ml	comp_times560.txt	9	12	12	2	2	0.5555555555555556	0.5555555555555556	0.5555555555555556	0.5294117647058824	0.14705882352941177	0.14705882352941177	4
164	1573	poly1573.txt.ml	comp_times1573.txt	3	3	3	1	1	1.0	0.6666666666666666	0.6666666666666666	0.5833333333333334	0.16666666666666666	0.16666666666666666	1
165	88	poly88.txt.ml	comp_times88.txt	7	4	2	2	1	0.42857142857142855	0.42857142857142855	0.5714285714285714	0.26666666666666666	0.2	0.26666666666666666	2
166	4489	poly4489.txt.ml	comp_times4489.txt	12	4	3	3	2	0.6666666666666666	0.3333333333333333	0.5833333333333334	0.4146341463414634	0.2926829268292683	0.2682926829268293	3
167	1095	poly1095.txt.ml	comp_times1095.txt	3	2	2	2	1	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.14285714285714285	0.14285714285714285	0.2857142857142857	4
168	1322	poly1322.txt.ml	comp_times1322.txt	6	3	3	2	2	0.8333333333333334	0.5	0.5	0.47368421052631576	0.15789473684210525	0.15789473684210525	2
