	file_id	input_file	label_file	nr_polynomials	max_total_degree	max_x1	max_x2	max_x3	prop_x1	prop_x2	prop_x3	prop_mon_x1	prop_mon_x2	prop_mon_x3	label
108	519	poly519-perm4.txt.ml	comp_times519-perm4.txt	8	2	2	1	2	0.625	0.375	0.625	0.29411764705882354	0.17647058823529413	0.29411764705882354	0
109	745	poly745-perm3.txt.ml	comp_times745-perm3.txt	8	3	3	2	2	0.5	0.5	0.5	0.3333333333333333	0.2222222222222222	0.2222222222222222	0
110	6677	poly6677-perm5.txt.ml	comp_times6677-perm5.txt	7	24	1	1	24	0.2857142857142857	0.42857142857142855	0.5714285714285714	0.05714285714285714	0.08571428571428572	0.7142857142857143	0
111	2141	poly2141-perm4.txt.ml	comp_times2141-perm4.txt	6	4	2	2	2	0.5	0.5	0.5	0.3076923076923077	0.23076923076923078	0.3076923076923077	2
112	6688	poly6688-perm5.txt.ml	comp_times6688-perm5.txt	6	32	1	1	32	0.3333333333333333	0.5	0.5	0.07407407407407407	0.1111111111111111	0.6666666666666666	2
113	6365	poly6365-perm1.txt.ml	comp_times6365-perm1.txt	4	10	1	10	1	0.5	0.5	0.25	0.16666666666666666	0.5	0.08333333333333333	4
114	2472	poly2472-perm5.txt.ml	comp_times2472-perm5.txt	5	6	2	2	2	0.4	0.6	0.6	0.42105263157894735	0.5263157894736842	0.5263157894736842	1
115	2406	poly2406-perm0.txt.ml	comp_times2406-perm0.txt	10	5	3	2	1	0.6	0.7	0.4	0.4827586206896552	0.4482758620689655	0.3103448275862069	5
116	6330	poly6330-perm1.txt.ml	comp_times6330-perm1.txt	6	8	1	8	1	0.5	0.5	0.3333333333333333	0.1875	0.375	0.125	4
117	5820	poly5820-perm1.txt.ml	comp_times5820-perm1.txt	10	4	2	3	1	0.7	0.7	0.3	0.42105263157894735	0.3684210526315789	0.15789473684210525	5
118	1396	poly1396-perm5.txt.ml	comp_times1396-perm5.txt	5	2	2	2	2	0.2	0.2	0.8	0.09090909090909091	0.09090909090909091	0.45454545454545453	0
119	5603	poly5603-perm3.txt.ml	comp_times5603-perm3.txt	6	1	1	1	1	0.5	0.5	0.5	0.2727272727272727	0.2727272727272727	0.2727272727272727	5
120	1369	poly1369-perm5.txt.ml	comp_times1369-perm5.txt	5	3	2	2	3	0.4	0.4	0.8	0.15384615384615385	0.15384615384615385	0.46153846153846156	1
121	3603	poly3603-perm5.txt.ml	comp_times3603-perm5.txt	8	1	1	1	1	0.5	0.5	0.5	0.18181818181818182	0.18181818181818182	0.22727272727272727	0
122	45	poly45-perm4.txt.ml	comp_times45-perm4.txt	3	4	2	2	3	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.4	0.35	0.5	2
123	6441	poly6441-perm1.txt.ml	comp_times6441-perm1.txt	7	20	1	20	1	0.42857142857142855	0.5714285714285714	0.2857142857142857	0.10344827586206896	0.6551724137931034	0.06896551724137931	4
124	6894	poly6894-perm4.txt.ml	comp_times6894-perm4.txt	6	2	1	1	1	0.5	0.3333333333333333	0.6666666666666666	0.25	0.16666666666666666	0.3333333333333333	2
125	3622	poly3622-perm0.txt.ml	comp_times3622-perm0.txt	8	1	1	1	1	0.5	0.5	0.5	0.22727272727272727	0.22727272727272727	0.18181818181818182	5
126	785	poly785-perm0.txt.ml	comp_times785-perm0.txt	3	2	2	2	1	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.14285714285714285	0.14285714285714285	0.2857142857142857	4
127	268	poly268-perm4.txt.ml	comp_times268-perm4.txt	7	2	1	1	2	0.5714285714285714	0.2857142857142857	0.42857142857142855	0.26666666666666666	0.13333333333333333	0.2	5
128	1439	poly1439-perm0.txt.ml	comp_times1439-perm0.txt	8	2	2	2	1	0.5	0.5	0.5	0.26666666666666666	0.26666666666666666	0.26666666666666666	4
129	5172	poly5172-perm3.txt.ml	comp_times5172-perm3.txt	7	6	6	1	1	0.42857142857142855	0.2857142857142857	0.42857142857142855	0.25	0.16666666666666666	0.25	0
130	1322	poly1322-perm3.txt.ml	comp_times1322-perm3.txt	6	3	3	2	2	0.8333333333333334	0.5	0.5	0.47368421052631576	0.15789473684210525	0.15789473684210525	4
131	5414	poly5414-perm2.txt.ml	comp_times5414-perm2.txt	10	8	1	8	8	0.3	0.7	0.5	0.0967741935483871	0.45161290322580644	0.3870967741935484	0
132	4369	poly4369-perm0.txt.ml	comp_times4369-perm0.txt	21	5	2	2	1	0.38095238095238093	0.38095238095238093	0.42857142857142855	0.3333333333333333	0.35185185185185186	0.2777777777777778	5
133	1377	poly1377-perm3.txt.ml	comp_times1377-perm3.txt	6	3	3	2	2	0.8333333333333334	0.5	0.5	0.47368421052631576	0.15789473684210525	0.15789473684210525	5
134	4141	poly4141-perm2.txt.ml	comp_times4141-perm2.txt	15	5	1	2	2	0.4666666666666667	0.3333333333333333	0.3333333333333333	0.2777777777777778	0.2777777777777778	0.2777777777777778	3
135	143	poly143-perm3.txt.ml	comp_times143-perm3.txt	7	4	4	1	2	0.42857142857142855	0.5714285714285714	0.42857142857142855	0.25	0.25	0.1875	2
136	686	poly686-perm5.txt.ml	comp_times686-perm5.txt	11	2	1	2	2	0.45454545454545453	0.5454545454545454	0.5454545454545454	0.25	0.3	0.3	5
137	6278	poly6278-perm2.txt.ml	comp_times6278-perm2.txt	7	6	1	6	1	0.2857142857142857	0.5714285714285714	0.42857142857142855	0.1111111111111111	0.3888888888888889	0.16666666666666666	1
138	2082	poly2082-perm2.txt.ml	comp_times2082-perm2.txt	8	5	1	4	3	0.75	0.375	0.5	0.3	0.4	0.45	1
139	6997	poly6997-perm1.txt.ml	comp_times6997-perm1.txt	6	2	1	1	1	0.3333333333333333	0.5	0.3333333333333333	0.25	0.3333333333333333	0.16666666666666666	4
140	2910	poly2910-perm3.txt.ml	comp_times2910-perm3.txt	6	2	1	1	1	0.6666666666666666	0.16666666666666666	0.5	0.36363636363636365	0.09090909090909091	0.2727272727272727	4
141	7017	poly7017-perm4.txt.ml	comp_times7017-perm4.txt	9	3	1	1	3	0.3333333333333333	0.3333333333333333	0.5555555555555556	0.2	0.2	0.3333333333333333	4
142	658	poly658-perm0.txt.ml	comp_times658-perm0.txt	11	3	3	2	2	0.5454545454545454	0.45454545454545453	0.45454545454545453	0.36363636363636365	0.22727272727272727	0.22727272727272727	3
143	3989	poly3989-perm2.txt.ml	comp_times3989-perm2.txt	9	3	3	3	3	0.5555555555555556	0.5555555555555556	0.5555555555555556	0.35	0.35	0.35	0
144	679	poly679-perm5.txt.ml	comp_times679-perm5.txt	11	2	1	2	2	0.5454545454545454	0.45454545454545453	0.45454545454545453	0.3157894736842105	0.2631578947368421	0.2631578947368421	0
145	3700	poly3700-perm0.txt.ml	comp_times3700-perm0.txt	7	2	1	2	1	0.42857142857142855	0.42857142857142855	0.2857142857142857	0.21428571428571427	0.21428571428571427	0.14285714285714285	4
146	2945	poly2945-perm3.txt.ml	comp_times2945-perm3.txt	8	3	2	1	1	0.75	0.25	0.5	0.42105263157894735	0.15789473684210525	0.2631578947368421	5
147	394	poly394-perm1.txt.ml	comp_times394-perm1.txt	9	2	2	2	2	0.4444444444444444	0.5555555555555556	0.4444444444444444	0.2	0.3	0.2	1
148	6287	poly6287-perm2.txt.ml	comp_times6287-perm2.txt	5	4	1	4	1	0.2	0.6	0.4	0.1	0.4	0.2	4
149	4036	poly4036-perm2.txt.ml	comp_times4036-perm2.txt	9	1	1	1	1	0.4444444444444444	0.5555555555555556	0.4444444444444444	0.17391304347826086	0.21739130434782608	0.17391304347826086	1
150	1028	poly1028-perm1.txt.ml	comp_times1028-perm1.txt	9	3	2	2	2	0.6666666666666666	0.4444444444444444	0.6666666666666666	0.32	0.36	0.32	0
151	4787	poly4787-perm1.txt.ml	comp_times4787-perm1.txt	7	2	1	2	1	0.42857142857142855	0.42857142857142855	0.2857142857142857	0.23076923076923078	0.23076923076923078	0.15384615384615385	4
152	1009	poly1009-perm4.txt.ml	comp_times1009-perm4.txt	7	2	2	1	2	0.7142857142857143	0.2857142857142857	0.7142857142857143	0.3333333333333333	0.13333333333333333	0.3333333333333333	1
153	1964	poly1964-perm5.txt.ml	comp_times1964-perm5.txt	6	3	1	1	2	0.6666666666666666	0.6666666666666666	0.5	0.26666666666666666	0.5333333333333333	0.4666666666666667	0
154	5968	poly5968-perm2.txt.ml	comp_times5968-perm2.txt	5	1	1	1	1	0.4	0.6	0.4	0.2	0.3	0.2	1
155	491	poly491-perm4.txt.ml	comp_times491-perm4.txt	3	1	1	1	1	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.16666666666666666	0.16666666666666666	0.3333333333333333	1
